Household_ID,Country,City,Family_Size,Num_Earners,Primary_Income,Total_Household_Income,Estimated_Taxes,Monthly_Expenses,Monthly_Savings
1112,USA,New York,4,1,3569.31,3569.31,785.25,3362.75,-578.69
1113,USA,New York,1,1,5753.33,5753.33,1265.73,1608.92,2878.68
1114,Germany,Munich,6,3,6027.23,12323.34,4929.34,5152.97,2241.04
1115,Germany,Munich,1,1,4909.68,4909.68,1718.39,1967.1,1224.19
1116,Germany,Munich,4,3,5041.04,10133.33,4053.33,3490.56,2589.44
1117,USA,Chicago,5,2,1573.77,2339.31,514.65,2220.0,-395.34
1118,UK,London,7,2,4839.56,7345.65,1836.41,3449.93,2059.31
1119,India,Mumbai,6,3,876.92,2096.45,209.64,864.21,1022.59
1120,USA,Chicago,3,1,3526.69,3526.69,775.87,2021.67,729.14
1121,UK,London,3,1,4486.14,4486.14,1121.54,1887.97,1476.64
1122,UK,London,6,2,5666.52,9611.34,2883.4,4806.85,1921.09
1123,UK,London,2,2,3501.45,5862.5,1465.63,2522.17,1874.7
1124,Brazil,Sao Paulo,5,3,1521.34,3215.02,482.25,1117.31,1615.46
1125,Germany,Munich,2,1,2826.85,2826.85,989.4,2510.89,-673.43
1126,Germany,Berlin,7,3,5145.65,11586.8,4634.72,3464.33,3487.75
1127,USA,Chicago,3,2,3363.27,5065.71,1114.46,2136.28,1814.97
1128,India,Delhi,4,2,788.89,1407.1,140.71,610.58,655.81
1129,India,Delhi,6,3,925.87,2163.04,216.3,855.38,1091.36
1130,India,Delhi,7,3,319.07,627.98,62.8,595.96,-30.77
1131,Brazil,Sao Paulo,8,3,239.37,481.46,72.22,456.9,-47.66
1132,India,Mumbai,8,3,1384.11,2734.03,273.4,780.03,1680.59
1133,USA,New York,1,1,4845.06,4845.06,1065.91,1958.98,1820.17
1134,USA,New York,3,1,2920.32,2920.32,642.47,2645.7,-367.85
1135,Germany,Berlin,5,1,5455.93,5455.93,1909.58,3443.23,103.13
1136,USA,New York,3,2,2487.73,3846.09,846.14,1859.86,1140.09
1137,UK,London,5,3,6047.84,13133.19,3939.96,3651.49,5541.75
1138,India,Delhi,5,2,800.26,1288.4,128.84,711.01,448.55
1139,India,Delhi,6,3,736.94,1406.7,140.67,877.09,388.94
1140,Germany,Berlin,5,3,3550.54,6979.93,2442.98,3211.38,1325.57
1141,Brazil,Sao Paulo,2,2,2056.7,3116.51,467.48,999.98,1649.05
1142,India,Mumbai,8,3,1001.56,2211.38,221.14,893.49,1096.76
1143,Germany,Berlin,7,3,4951.88,10615.51,4246.2,4086.23,2283.08
1144,Germany,Munich,4,3,4794.31,11076.68,4430.67,2885.94,3760.07
1145,India,Mumbai,3,1,681.57,681.57,68.16,489.17,124.24
1146,UK,London,4,1,4022.09,4022.09,1005.52,3718.32,-701.75
1147,Brazil,Sao Paulo,7,1,2041.2,2041.2,306.18,1886.46,-151.44
1148,Germany,Munich,1,1,3859.14,3859.14,1350.7,1765.25,743.19
1149,UK,London,7,1,4088.62,4088.62,1022.15,3581.77,-515.31
1150,UK,London,3,3,3635.84,6752.57,1688.14,2055.0,3009.42
1151,Brazil,Sao Paulo,8,3,1496.53,2944.5,441.67,1850.21,652.61
1152,Brazil,Sao Paulo,4,1,2210.94,2210.94,331.64,1286.71,592.59
1153,Germany,Munich,4,2,1822.17,3013.74,1054.81,2860.04,-901.11
1154,Germany,Munich,6,3,4854.21,10841.94,4336.78,3498.95,3006.21
1155,Germany,Munich,6,1,2959.65,2959.65,1035.88,2808.71,-884.94
1156,Brazil,Sao Paulo,7,3,1329.05,3139.63,470.94,1566.63,1102.06
1157,USA,New York,7,2,4129.35,7070.03,1555.41,5133.43,381.19
1158,UK,London,1,1,3122.26,3122.26,780.56,1657.01,684.68
1159,UK,London,5,3,5557.83,11796.93,3539.08,3124.99,5132.86
1160,USA,Chicago,3,3,2188.59,4929.15,1084.41,2187.2,1657.54
1161,Brazil,Sao Paulo,6,3,2743.47,6408.29,961.24,1195.78,4251.27
1162,USA,Chicago,3,3,4163.99,9687.25,2615.56,2384.66,4687.04
1163,India,Mumbai,1,1,916.24,916.24,91.62,356.95,467.67
1164,Brazil,Sao Paulo,6,3,2911.02,6428.85,964.33,1878.34,3586.18
1165,USA,Chicago,6,3,7507.98,17760.33,4795.29,3743.25,9221.79
1166,Brazil,Sao Paulo,5,2,2013.56,2896.61,434.49,1080.39,1381.72
1167,Brazil,Sao Paulo,3,3,2184.26,4424.18,663.63,1064.6,2695.96
1168,Germany,Munich,8,3,5823.85,11667.98,4667.19,5793.83,1206.96
1169,USA,Chicago,3,3,4054.1,8040.96,2171.06,1854.64,4015.26
1170,India,Mumbai,3,2,584.64,983.98,98.4,576.44,309.14
1171,Germany,Munich,5,3,4881.76,12529.61,5011.84,4282.06,3235.71
1172,UK,London,6,3,4242.26,9368.95,2810.69,3868.18,2690.08
1173,Germany,Munich,1,1,7533.98,7533.98,2636.89,1749.83,3147.26
1174,India,Mumbai,3,1,815.0,815.0,81.5,540.34,193.16
1175,Germany,Berlin,4,1,2993.57,2993.57,1047.75,2840.9,-895.08
1176,Germany,Munich,8,3,5801.98,13187.79,5275.11,3741.84,4170.83
1177,Brazil,Sao Paulo,8,1,2512.61,2512.61,376.89,1467.41,668.3
1178,USA,Chicago,5,3,3250.94,7500.19,1650.04,2692.66,3157.48
1179,Brazil,Sao Paulo,2,2,1071.0,1724.15,258.62,902.45,563.07
1180,Germany,Berlin,1,1,3992.2,3992.2,1397.27,1638.64,956.29
1181,UK,London,4,2,3632.93,6314.39,1578.6,3077.53,1658.26
1182,India,Delhi,3,3,1080.13,2414.1,241.41,555.99,1616.7
1183,Germany,Berlin,2,1,8180.33,8180.33,3272.13,1989.09,2919.11
1184,UK,London,1,1,4941.49,4941.49,1235.37,1836.52,1869.59
1185,USA,Chicago,5,3,4948.69,11852.1,3200.07,3196.14,5455.9
1186,UK,London,2,2,4952.22,6994.06,1748.51,1939.72,3305.82
1187,Germany,Berlin,6,3,4177.56,8284.59,3313.83,3739.34,1231.42
1188,USA,Chicago,7,3,3901.08,8312.89,2244.48,5240.07,828.34
1189,India,Mumbai,2,1,633.76,633.76,63.38,454.75,115.64
1190,Brazil,Sao Paulo,7,3,1141.88,2230.1,334.51,1234.42,661.17
1191,USA,New York,8,3,2772.08,7092.31,1560.31,5772.69,-240.68
1192,Germany,Berlin,4,3,3072.61,7519.45,2631.81,3618.65,1268.99
1193,India,Mumbai,1,1,1295.9,1295.9,129.59,249.06,917.25
1194,Germany,Berlin,4,3,5767.36,13783.57,5513.43,2419.0,5851.14
1195,USA,Chicago,4,2,3090.4,5413.25,1190.92,2560.78,1661.55
1196,UK,London,3,2,477.99,691.55,172.89,656.28,-137.62
1197,UK,London,5,1,3679.15,3679.15,919.79,3491.52,-732.15
1198,UK,London,2,1,1005.47,1005.47,251.37,954.19,-200.09
1199,Brazil,Sao Paulo,1,1,1400.06,1400.06,210.01,597.75,592.31
1200,USA,Chicago,8,3,2327.37,5414.77,1191.25,3893.96,329.55
1201,Brazil,Sao Paulo,6,3,831.41,1794.46,269.17,1129.27,396.02
1202,USA,New York,5,2,2493.83,3876.63,852.86,3330.55,-306.77
1203,USA,Chicago,5,3,5493.44,12411.86,3351.2,3024.58,6036.07
1204,India,Delhi,1,1,821.62,821.62,82.16,315.2,424.26
1205,India,Delhi,5,3,9.25,20.34,2.03,19.3,-1.0
1206,Brazil,Sao Paulo,3,3,1066.38,2459.0,368.85,779.7,1310.45
1207,Germany,Munich,5,1,4699.92,4699.92,1644.97,2643.88,411.06
1208,India,Delhi,8,3,724.31,1794.0,179.4,710.75,903.85
1209,India,Delhi,8,2,1394.48,2150.08,215.01,905.2,1029.86
1210,UK,London,3,3,6947.13,13499.15,4049.75,2827.81,6621.6
1211,India,Mumbai,2,1,858.13,858.13,85.81,413.44,358.87
1212,India,Delhi,2,2,382.27,632.15,63.22,394.9,174.04
1213,USA,Chicago,4,2,2032.97,3461.53,761.54,2632.18,67.81
1214,Brazil,Sao Paulo,8,3,483.07,1105.27,165.79,1048.9,-109.42
1215,Germany,Munich,3,1,5958.39,5958.39,2085.44,2482.37,1390.58
1216,USA,New York,6,2,4618.16,8664.96,2339.54,3967.74,2357.69
1217,USA,Chicago,2,2,4863.26,7738.76,1702.53,1621.17,4415.06
1218,Germany,Munich,5,3,1655.66,3741.62,1309.57,3550.8,-1118.75
1219,Germany,Munich,1,1,3232.11,3232.11,1131.24,1763.53,337.34
1220,India,Mumbai,1,1,670.19,670.19,67.02,269.22,333.95
1221,UK,London,7,3,2394.1,5833.47,1458.37,4391.76,-16.66
1222,USA,Chicago,8,3,5683.24,12830.26,3464.17,5786.2,3579.89
1223,India,Mumbai,3,1,1345.08,1345.08,134.51,357.41,853.17
1224,UK,London,6,2,4708.79,6897.25,1724.31,3283.38,1889.56
1225,India,Delhi,4,3,1023.25,2567.69,256.77,555.89,1755.03
1226,Germany,Berlin,5,3,5566.74,11570.51,4628.2,3904.11,3038.2
1227,India,Mumbai,3,3,856.97,1709.36,170.94,408.03,1130.4
1228,India,Mumbai,7,3,780.28,1827.92,182.79,1032.72,612.41
1229,UK,London,1,1,4781.98,4781.98,1195.5,1742.75,1843.74
1230,India,Delhi,3,3,893.78,1803.57,180.36,583.64,1039.57
1231,UK,London,5,3,3672.21,7460.35,1865.09,3142.41,2452.85
1232,USA,New York,6,3,4465.96,10086.06,2723.23,4411.07,2951.75
1233,USA,New York,8,3,4011.36,8372.23,2260.5,4313.11,1798.61
1234,USA,New York,6,2,6610.78,10262.49,2770.87,3235.61,4256.0
1235,Germany,Berlin,2,1,6394.99,6394.99,2238.25,2667.05,1489.7
1236,India,Delhi,5,3,1128.57,2144.45,214.45,513.2,1416.81
1237,UK,London,7,2,3453.2,6201.99,1550.5,5449.28,-797.78
1238,India,Delhi,2,2,1312.98,2047.37,204.74,387.04,1455.59
1239,UK,London,2,2,6967.39,10570.73,3171.22,2637.64,4761.87
1240,USA,Chicago,2,2,5161.87,9170.89,2476.14,2022.76,4671.99
1241,UK,London,3,1,6141.04,6141.04,1535.26,2897.88,1707.9
1242,Brazil,Sao Paulo,7,2,1929.07,2766.7,415.01,1222.45,1129.25
1243,Brazil,Sao Paulo,1,1,816.31,816.31,122.45,614.88,78.98
1244,Brazil,Sao Paulo,6,3,1677.62,3964.84,594.73,1689.76,1680.35
1245,Brazil,Sao Paulo,8,1,806.9,806.9,121.04,765.75,-79.88
1246,Germany,Munich,3,2,4152.56,7296.33,2553.72,2165.49,2577.13
1247,USA,New York,1,1,3416.04,3416.04,751.53,1471.94,1192.58
1248,USA,Chicago,6,3,4154.21,8098.38,2186.56,3574.91,2336.91
1249,UK,London,8,1,3450.33,3450.33,862.58,3274.36,-686.61
1250,Germany,Berlin,7,3,5521.88,12260.71,4904.28,4455.16,2901.27
1251,Brazil,Sao Paulo,8,3,1018.74,2220.77,333.11,2107.51,-219.86
1252,India,Delhi,7,3,1336.91,2719.35,271.93,744.88,1702.53
1253,USA,Chicago,5,1,6717.55,6717.55,1477.86,3178.63,2061.06
1254,USA,Chicago,8,3,2209.15,4569.43,1005.27,4336.39,-772.23
1255,Germany,Berlin,6,3,0.0,0.0,0.0,0.0,0.0
1256,India,Delhi,6,3,827.41,2184.42,218.44,785.34,1180.63
1257,USA,Chicago,7,3,2949.39,6252.58,1375.57,4735.03,141.98
1258,India,Delhi,6,3,615.55,1524.19,152.42,854.44,517.33
1259,USA,New York,4,2,3908.37,6066.71,1334.68,3196.86,1535.17
1260,Germany,Munich,5,1,4705.16,4705.16,1646.81,4078.37,-1020.02
1261,India,Delhi,3,2,1071.84,1759.78,175.98,367.58,1216.23
1262,Brazil,Sao Paulo,8,3,2100.6,4227.97,634.19,1882.41,1711.36
1263,India,Mumbai,3,2,805.81,1322.16,132.22,558.7,631.24
1264,India,Mumbai,1,1,974.82,974.82,97.48,239.8,637.53
1265,USA,Chicago,3,1,1291.65,1291.65,284.16,1225.77,-218.29
1266,USA,Chicago,2,2,5501.45,9225.49,2490.88,2319.73,4414.88
1267,India,Delhi,6,3,993.06,2032.09,203.21,834.62,994.26
1268,India,Mumbai,3,2,670.68,1005.48,100.55,460.82,444.11
1269,Germany,Berlin,1,1,4604.45,4604.45,1611.56,2100.93,891.97
1270,India,Mumbai,1,1,612.95,612.95,61.29,352.79,198.86
1271,Germany,Munich,2,2,3571.42,5304.84,1856.69,2733.82,714.33
1272,UK,London,1,1,6538.39,6538.39,1634.6,1995.66,2908.13
1273,Brazil,Sao Paulo,7,3,1324.84,2954.23,443.14,1654.94,856.16
1274,USA,New York,4,1,3406.25,3406.25,749.38,3232.54,-575.66
1275,India,Delhi,7,3,993.22,2080.08,208.01,913.15,958.92
1276,USA,New York,6,3,7641.06,15366.3,4148.9,4375.35,6842.05
1277,USA,New York,6,3,5406.02,11079.12,2991.36,4326.88,3760.87
1278,UK,London,6,1,1790.73,1790.73,447.68,1699.41,-356.36
1279,USA,New York,5,2,4158.16,6979.3,1535.45,2820.72,2623.13
1280,India,Delhi,3,2,974.1,1613.94,161.39,422.15,1030.4
1281,Germany,Munich,4,2,3983.21,5943.29,2080.15,3692.54,170.6
1282,Brazil,Sao Paulo,3,2,1829.64,3083.42,462.51,1132.07,1488.83
1283,Germany,Munich,4,3,6569.32,15501.97,6200.79,3138.0,6163.19
1284,USA,Chicago,3,1,5440.25,5440.25,1196.85,2526.7,1716.69
1285,India,Mumbai,2,2,1243.61,1958.47,195.85,466.62,1296.01
1286,Germany,Munich,8,3,5588.43,11956.89,4782.75,4562.51,2611.62
1287,USA,New York,7,3,2291.58,5036.31,1107.99,3154.41,773.91
1288,India,Delhi,1,1,1071.61,1071.61,107.16,305.08,659.37
1289,USA,Chicago,1,1,5320.56,5320.56,1170.52,1887.52,2262.52
1290,USA,New York,7,2,4930.01,7282.83,1602.22,4842.27,838.34
1291,India,Mumbai,2,2,1181.72,2017.47,201.75,367.19,1448.54
1292,USA,Chicago,4,3,5572.61,11075.54,2990.4,2181.04,5904.1
1293,Germany,Munich,7,3,3432.77,9093.45,3637.38,4941.39,514.68
1294,Germany,Berlin,5,3,4857.87,9865.58,3946.23,4292.29,1627.06
1295,Brazil,Sao Paulo,4,1,1110.81,1110.81,166.62,1054.16,-109.97
1296,USA,New York,1,1,5219.38,5219.38,1148.26,1477.06,2594.06
1297,USA,New York,5,1,3577.05,3577.05,786.95,2622.04,168.07
1298,USA,New York,3,1,4160.99,4160.99,915.42,2962.22,283.35
1299,Germany,Berlin,5,1,3851.42,3851.42,1348.0,3186.4,-682.98
1300,Brazil,Sao Paulo,4,2,1803.98,2882.25,432.34,971.96,1477.96
1301,USA,Chicago,2,1,3950.83,3950.83,869.18,2321.25,760.4
1302,UK,London,3,3,2996.2,5990.27,1497.57,3207.97,1284.73
1303,USA,Chicago,4,3,1444.63,2931.8,645.0,2782.28,-495.47
1304,Germany,Munich,3,2,5281.57,8040.23,3216.09,2843.22,1980.91
1305,Brazil,Sao Paulo,5,1,295.99,295.99,44.4,280.89,-29.3
1306,UK,London,1,1,5344.6,5344.6,1336.15,1194.0,2814.45
1307,Brazil,Sao Paulo,4,1,415.6,415.6,62.34,394.4,-41.14
1308,Brazil,Sao Paulo,8,3,913.64,2240.91,336.14,1933.11,-28.33
1309,India,Delhi,2,1,692.92,692.92,69.29,320.68,302.95
1310,Brazil,Sao Paulo,8,3,917.28,1831.11,274.67,1737.72,-181.28
1311,USA,New York,8,3,3441.67,8156.04,2202.13,3834.12,2119.79
1312,UK,London,7,1,3114.88,3114.88,778.72,2956.02,-619.86
1313,Germany,Berlin,5,1,1911.96,1911.96,669.19,1814.45,-571.68
1314,Brazil,Sao Paulo,4,3,1347.55,2773.06,415.96,1208.86,1148.24
1315,India,Mumbai,2,2,1413.3,2359.57,235.96,358.73,1764.89
1316,Germany,Munich,4,2,2792.02,4486.26,1570.19,3786.98,-870.92
1317,Germany,Berlin,5,3,4721.17,10315.71,4126.28,3519.72,2669.71
1318,Brazil,Sao Paulo,4,3,1825.72,4104.59,615.69,1268.9,2220.01
1319,USA,New York,3,3,2949.8,7127.75,1568.11,2599.4,2960.24
1320,USA,Chicago,5,2,4483.36,6565.32,1444.37,2610.88,2510.07
1321,USA,Chicago,4,2,5782.75,9121.09,2462.69,3051.32,3607.08
1322,USA,Chicago,7,1,6154.3,6154.3,1353.95,4295.6,504.75
1323,UK,London,1,1,6678.33,6678.33,1669.58,1968.57,3040.18
1324,USA,New York,4,1,3549.23,3549.23,780.83,3368.22,-599.82
1325,UK,London,3,3,7431.12,15955.48,4786.64,2057.22,9111.61
1326,India,Mumbai,2,2,987.49,1383.78,138.38,305.64,939.76
1327,USA,Chicago,7,3,2397.9,5844.21,1285.73,3711.67,846.81
1328,Brazil,Sao Paulo,2,2,1382.4,2314.18,347.13,1002.22,964.84
1329,Germany,Munich,8,1,5689.43,5689.43,1991.3,3755.8,-57.67
1330,India,Mumbai,7,3,1049.95,2544.5,254.45,914.84,1375.21
1331,Germany,Munich,2,1,2681.86,2681.86,938.65,2306.91,-563.7
1332,Brazil,Sao Paulo,1,1,883.32,883.32,132.5,665.25,85.58
1333,USA,New York,3,1,3302.97,3302.97,726.65,2048.14,528.18
1334,UK,London,8,3,4653.74,11266.42,3379.93,4127.89,3758.6
1335,UK,London,5,3,7225.37,16743.72,5023.12,3333.91,8386.69
1336,Germany,Munich,2,1,4479.17,4479.17,1567.71,1697.88,1213.58
1337,USA,Chicago,7,3,3635.71,7123.8,1567.24,3210.12,2346.44
1338,Germany,Munich,3,2,4814.5,8360.66,3344.26,2064.3,2952.1
1339,USA,New York,4,2,6918.5,9637.21,2602.05,2973.85,4061.31
1340,USA,New York,1,1,2785.94,2785.94,612.91,1454.1,718.93
1341,India,Delhi,3,2,1239.12,2062.7,206.27,429.51,1426.92
1342,India,Mumbai,3,2,1194.33,2047.35,204.73,435.38,1407.24
1343,UK,London,5,1,7613.59,7613.59,1903.4,2911.77,2798.43
1344,Brazil,Sao Paulo,3,3,2260.4,5095.1,764.27,921.27,3409.56
1345,Brazil,Sao Paulo,5,2,659.92,958.52,143.78,909.64,-94.89
1346,India,Delhi,1,1,845.44,845.44,84.54,341.27,419.62
1347,India,Delhi,1,1,491.72,491.72,49.17,244.82,197.73
1348,India,Mumbai,4,3,640.9,1422.53,142.25,711.85,568.43
1349,UK,London,5,2,3707.73,6406.28,1601.57,2689.76,2114.95
1350,USA,New York,5,3,5919.47,13665.24,3689.62,4098.23,5877.4
1351,UK,London,2,2,3107.04,5060.35,1265.09,2456.96,1338.31
1352,Germany,Berlin,2,2,3662.2,5276.4,1846.74,2392.69,1036.97
1353,India,Mumbai,4,3,1190.27,2580.97,258.1,700.64,1622.23
1354,Brazil,Sao Paulo,1,1,1635.28,1635.28,245.29,494.78,895.21
1355,India,Delhi,6,3,1036.43,2558.81,255.88,615.94,1686.99
1356,UK,London,2,1,3445.05,3445.05,861.26,1797.94,785.85
1357,UK,London,3,2,2710.89,3922.52,980.63,2187.31,754.58
1358,India,Mumbai,1,1,688.36,688.36,68.84,276.22,343.3
1359,India,Mumbai,6,2,782.29,1441.43,144.14,778.86,518.43
1360,Germany,Munich,8,3,3953.16,7893.74,2762.81,3774.09,1356.84
1361,UK,London,3,3,2250.71,5149.24,1287.31,2377.83,1484.1
1362,USA,Chicago,7,3,4983.35,10885.7,2939.14,3601.76,4344.8
1363,Germany,Munich,5,1,5469.33,5469.33,1914.27,3841.13,-286.06
1364,Germany,Munich,1,1,6726.34,6726.34,2354.22,2142.3,2229.83
1365,Brazil,Sao Paulo,7,3,2732.61,5726.13,858.92,1688.1,3179.11
1366,USA,New York,4,3,2160.9,4777.64,1051.08,2744.07,982.49
1367,Brazil,Sao Paulo,5,3,1114.26,2527.79,379.17,1225.14,923.49
1368,UK,London,5,2,2589.86,4106.61,1026.65,3897.17,-817.21
1369,USA,New York,3,1,4762.27,4762.27,1047.7,1855.01,1859.55
1370,USA,Chicago,7,3,3124.3,7236.49,1592.03,5228.28,416.19
1371,UK,London,5,2,6686.98,10150.1,3045.03,3309.86,3795.2
1372,USA,Chicago,2,2,4759.7,8492.72,2293.03,1778.8,4420.89
1373,UK,London,1,1,6874.37,6874.37,1718.59,2035.13,3120.65
1374,India,Mumbai,2,2,760.42,1167.52,116.75,490.15,560.62
1375,USA,New York,3,2,3779.43,5548.37,1220.64,2607.35,1720.37
1376,UK,London,6,3,4616.37,9754.74,2926.42,2895.64,3932.67
1377,India,Mumbai,8,3,1036.71,2148.37,214.84,1049.26,884.27
1378,Germany,Berlin,3,1,5850.92,5850.92,2047.82,2423.23,1379.87
1379,India,Mumbai,1,1,1535.86,1535.86,153.59,289.23,1093.04
1380,Germany,Munich,5,3,6113.29,13009.47,5203.79,2954.31,4851.37
1381,USA,Chicago,7,2,4001.29,6731.04,1480.83,4233.48,1016.73
1382,India,Delhi,7,3,1055.66,2553.76,255.38,947.52,1350.87
1383,UK,London,4,2,4054.92,6796.88,1699.22,2631.19,2466.47
1384,India,Delhi,3,1,840.12,840.12,84.01,599.83,156.29
1385,Germany,Berlin,1,1,4712.14,4712.14,1649.25,1411.94,1650.96
1386,India,Delhi,4,2,725.11,1116.8,111.68,436.67,568.45
1387,Brazil,Sao Paulo,5,3,864.31,1942.65,291.4,1423.94,227.31
1388,USA,New York,6,2,4671.51,8108.58,2189.32,4452.61,1466.66
1389,UK,London,3,3,3051.88,7091.89,1772.97,3169.04,2149.88
1390,India,Mumbai,6,2,802.93,1206.86,120.69,857.01,229.17
1391,USA,New York,1,1,5180.55,5180.55,1139.72,1287.71,2753.12
1392,USA,New York,6,3,2821.18,6945.19,1527.94,4714.43,702.82
1393,USA,New York,6,3,4562.9,10480.97,2829.86,4595.65,3055.46
1394,Germany,Berlin,1,1,7235.45,7235.45,2532.41,1382.77,3320.27
1395,India,Mumbai,1,1,517.22,517.22,51.72,317.88,147.62
1396,Brazil,Sao Paulo,3,2,659.16,980.04,147.01,930.06,-97.02
1397,India,Delhi,6,1,0.0,0.0,0.0,0.0,0.0
1398,USA,New York,4,1,2329.17,2329.17,512.42,2210.38,-393.63
1399,Germany,Munich,8,3,1465.42,3648.89,1277.11,3462.8,-1091.02
1400,Brazil,Sao Paulo,1,1,2288.0,2288.0,343.2,658.74,1286.06
1401,USA,Chicago,5,3,2502.5,4554.47,1001.98,2769.55,782.94
1402,USA,New York,6,2,5879.33,10243.33,2765.7,3795.76,3681.88
1403,USA,New York,1,1,5314.62,5314.62,1169.22,1774.98,2370.42
1404,Brazil,Sao Paulo,4,3,1920.47,4850.17,727.52,985.96,3136.68
1405,Germany,Munich,7,2,4740.25,8308.74,3323.5,4330.55,654.7
1406,India,Delhi,3,1,653.89,653.89,65.39,603.0,-14.5
1407,Brazil,Sao Paulo,6,3,2325.87,4310.58,646.59,1709.37,1954.62
1408,Brazil,Sao Paulo,7,3,513.75,1115.51,167.33,1058.61,-110.43
1409,Germany,Munich,1,1,4450.23,4450.23,1557.58,1437.13,1455.52
1410,UK,London,1,1,2546.33,2546.33,636.58,1551.12,358.63
1411,USA,Chicago,5,3,4237.11,8503.57,2295.96,3793.31,2414.29
1412,USA,New York,5,3,2857.67,6320.95,1390.61,3876.98,1053.37
1413,India,Mumbai,6,3,876.36,2072.83,207.28,643.8,1221.75
1414,USA,New York,7,3,2477.28,6208.58,1365.89,4549.5,293.2
1415,Germany,Munich,8,3,6070.73,13604.58,5441.83,3959.35,4203.4
1416,UK,London,7,3,5129.75,11620.12,3486.04,3247.57,4886.52
1417,USA,New York,1,1,3343.27,3343.27,735.52,1580.89,1026.86
1418,USA,Chicago,8,3,1377.95,2804.04,616.89,2661.04,-473.88
1419,India,Mumbai,6,1,1142.36,1142.36,114.24,576.2,451.93
1420,UK,London,1,1,4965.32,4965.32,1241.33,1819.71,1904.28
1421,India,Delhi,5,3,508.7,1168.68,116.87,659.27,392.54
1422,Germany,Berlin,4,2,3264.43,5615.91,1965.57,3654.41,-4.07
1423,USA,New York,2,2,2851.14,4325.26,951.56,2157.06,1216.65
1424,USA,Chicago,8,3,4341.04,9870.42,2665.01,5199.11,2006.3
1425,UK,London,2,2,5792.51,9647.02,2894.11,1860.55,4892.37
1426,UK,London,1,1,7876.44,7876.44,1969.11,1408.21,4499.12
1427,USA,Chicago,7,3,1596.88,3227.35,710.02,3062.75,-545.42
1428,UK,London,5,1,4817.33,4817.33,1204.33,2898.16,714.84
1429,Germany,Munich,3,3,5273.72,11514.71,4605.88,3119.98,3788.85
1430,UK,London,3,2,5548.58,9232.36,2769.71,2572.77,3889.88
1431,India,Delhi,2,1,746.69,746.69,74.67,337.03,334.99
1432,Germany,Munich,4,2,2424.81,3833.86,1341.85,3360.79,-868.78
1433,India,Mumbai,2,1,771.65,771.65,77.16,492.13,202.36
1434,Germany,Munich,1,1,4930.91,4930.91,1725.82,1307.86,1897.24
1435,USA,New York,4,1,4682.81,4682.81,1030.22,2250.58,1402.02
1436,USA,New York,3,2,4254.43,6011.44,1322.52,2873.87,1815.05
1437,India,Mumbai,7,3,0.0,0.0,0.0,0.0,0.0
1438,Brazil,Sao Paulo,5,1,1178.49,1178.49,176.77,988.35,13.37
1439,USA,New York,8,1,4760.03,4760.03,1047.21,4236.79,-523.96
1440,Germany,Berlin,5,1,3197.12,3197.12,1118.99,3034.07,-955.94
1441,UK,London,1,1,3351.86,3351.86,837.96,1678.25,835.64
1442,USA,Chicago,2,2,6447.16,10654.04,2876.59,1987.88,5789.57
1443,Germany,Munich,1,1,4104.47,4104.47,1436.56,2075.78,592.12
1444,India,Mumbai,8,1,771.38,771.38,77.14,732.04,-37.8
1445,UK,London,5,3,5003.05,9285.68,2785.71,4379.4,2120.58
1446,USA,New York,8,3,5855.83,12347.04,3333.7,4560.67,4452.67
1447,Germany,Munich,3,3,7303.69,14163.23,5665.29,2058.45,6439.49
1448,Brazil,Sao Paulo,5,3,1669.72,3607.43,541.11,1647.98,1418.33
1449,UK,London,4,2,4764.46,7033.55,1758.39,2190.74,3084.43
1450,Germany,Munich,7,3,4205.18,10086.72,4034.69,5290.45,761.58
1451,India,Mumbai,8,3,866.18,2171.09,217.11,687.77,1266.22
1452,Germany,Munich,7,3,4121.66,9855.05,3942.02,5253.13,659.9
1453,UK,London,6,3,5434.2,12442.3,3732.69,4865.07,3844.55
1454,Germany,Munich,5,3,3005.47,6742.23,2359.78,3410.74,971.71
1455,USA,Chicago,5,3,5702.03,13089.63,3534.2,2833.74,6721.69
1456,UK,London,7,3,5158.76,10261.72,3078.52,3733.71,3449.49
1457,Germany,Berlin,6,3,8594.48,16986.44,6794.58,4095.41,6096.45
1458,Germany,Munich,4,1,1908.83,1908.83,668.09,1811.48,-570.74
1459,USA,New York,2,2,5903.9,8995.03,2428.66,2166.76,4399.61
1460,Germany,Berlin,8,1,6058.99,6058.99,2120.65,4717.07,-778.73
1461,India,Mumbai,8,3,1014.89,2397.0,239.7,834.85,1322.45
1462,Germany,Berlin,5,3,4942.37,11903.44,4761.38,3553.35,3588.72
1463,USA,New York,7,3,4700.81,10043.45,2711.73,4277.1,3054.62
1464,Germany,Munich,1,1,6494.59,6494.59,2273.11,1363.14,2858.34
1465,UK,London,5,1,4631.22,4631.22,1157.81,3857.67,-384.26
1466,USA,New York,1,1,3195.17,3195.17,702.94,1861.68,630.56
1467,UK,London,4,3,2765.3,5522.3,1380.57,2639.34,1502.38
1468,India,Mumbai,5,3,1098.07,2566.16,256.62,544.94,1764.61
1469,UK,London,8,1,4498.69,4498.69,1124.67,4269.26,-895.24
1470,Brazil,Sao Paulo,7,3,378.71,853.12,127.97,809.61,-84.46
1471,Germany,Berlin,4,3,4880.7,10315.63,4126.25,2358.79,3830.58
